budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Union,FALSE,expenditure,2016,Grand Total,Current Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,6663259.128
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Home Affairs,257418.541
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Defence,1631395.332
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Border Affairs,18832.552
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Foreign Affairs,40336.874
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Information,27375.105
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Religious Affairs,9479.349
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Cooperative,5133.134
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Agriculture and Irrigation,241505.724
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,"Livestock, Fisheries and Rural Development",35546.739
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Communications and Information Technology,1707.012
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Transport,17168.09
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Environmental Conservation and Forestry,15467.698
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Electric Power,28988.454
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Immigration and Populations,20634.799
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Energy,905.823
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Industry,8744.623
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Commerce,14034.818
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Sports,16477.364
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Education,1243023.712
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Health,497052.242
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Mines,3232.492
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Culture,8270.621
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Finance,31677.679
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,National Planning and Economic Development,15769.902
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Construction,102157.578
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,"Labour, Employment and Social Security ",10682.566
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Rail Transportation,15501.152
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,"Social Welfare, Relief and Resettlement",11773.183
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Science and Technology,61470.772
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Hotels and Tourism Services,3921.436
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Pensions and Gratuities,626042.5
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Gratuities and Commuted Pensions,101343
Union,FALSE,expenditure,2017,Ministries and Departments,Current Expenditure,Reserve Fund,100000
Union,FALSE,expenditure,2017,Total,Current Expenditure,TOTAL M&D EXPENDITURES,5223070.866
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,The President of the Union,10637.129
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Office of the Union Government,1845.11
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Pyidaungsu Hluttaw,1238.8
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Pyithu Hluttaw,10757.973
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Amyotha Hluttaw,7497.776
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Supreme Court of the Union,15279.899
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Constitutional Tribunal of the Union,809.921
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Union Election Commission,13829.59
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Union Attorney-General Office,1904.722
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Union Auditor-General Office,3341.687
Union,FALSE,expenditure,2017,Union Institutions,Current Expenditure,Union Civil Services Board,7765.777
Union,FALSE,expenditure,2017,Total,Current Expenditure,TOTAL UG EXPENDITURES,74908.384
Union,FALSE,expenditure,2017,Ministries and Departments Out of Union Funds,Current Expenditure,Social Security Board Employment and Social Security,12117.323
Union,FALSE,expenditure,2017,Total,Current Expenditure,M&D out of Union Funds,12117.323
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Information,15.475
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,40861.844
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry Communication and Information Technology,16097.263
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,1008.62
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,41566.908
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Energy,147677.42
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Industry,122952.183
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Mines,41.802
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,435205.606
Union,FALSE,expenditure,2017,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,86014.411
Union,FALSE,expenditure,2017,Total,Current Expenditure,TOTAL SOE EXPENDITURES,891441.532
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Current Expenditure,State-owned Economic Organizations under Ministry of Transport,203893.255
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Current Expenditure,Yangon Electricity Distribution Cooperation Under Ministry of Electricity,531099.441
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Current Expenditure,Mandalay Electricity Distribution Cooperation Under Ministry of Electricity,219667.152
Union,FALSE,expenditure,2017,Total,Current Expenditure,SEEs out of Union Funds,954659.848
Union,FALSE,expenditure,2017,CDC,Current Expenditure,Cantonment Municipilities under the Ministry of Defence,1112
Union,FALSE,expenditure,2017,CDC,Current Expenditure,Nay Pyi Taw Development Committee,25350.439
Union,FALSE,expenditure,2017,Total,Current Expenditure,TOTAL CDC EXPENDITURES,26462.439
Union,FALSE,expenditure,2017,NPT Council,Current Expenditure,Nay Pyi Taw Council,796.74
Union,FALSE,expenditure,2017,Total,Current Expenditure,TOTAL NAY PYI TAW COUNCIL,796.74
Union,FALSE,expenditure,2017,Central Bank,Current Expenditure,Central Bank of Myanmar,306500.889
Union,FALSE,expenditure,2017,Total,Current Expenditure,Total Central Bank of Myanmar,306500.889
Union,FALSE,expenditure,2017,Grand Total,Current Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,7489958.021
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Home Affairs,293333.469
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Defence,1649650.617
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Border Affairs,18917.51
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Foreign Affairs,48634.933
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Information,34816.182
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Office of the State Counsellor,2009.687
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Religious Affairs and Culture,17897.039
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,"Agriculture, Livestock and Irrigation",293544.698
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Transport and Communications,42829.975
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Natural Resources and Environmental Conservation,29112.339
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Electricity and Energy,30005.709
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,"Labour, Immigration and Population",32715.898
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Industry,8613.258
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Commerce,12234.344
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Education,1434332.787
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Health and Sports,711909.699
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Planning and Finance,278990.021
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Construction,103148.154
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,"Social Welfare, Relief and Resettlement",32876.404
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Hotels and Tourism Services,6836.404
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Ethnic Affairs,2198.071
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Pensions and Gratuities,596999.5
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Gratuities and Commuted Pensions,101500.5
Union,FALSE,expenditure,2018,Ministries and Departments,Current Expenditure,Reserve Fund,100000
Union,FALSE,expenditure,2018,Total,Current Expenditure,TOTAL M&D EXPENDITURES,5883107.198
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,The President of the Union,9902.465
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Office of the Union Government,1575.906
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Pyidaungsu Hluttaw,1265.89
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Pyithu Hluttaw,10568.569
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Amyotha Hluttaw,6408.123
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Supreme Court of the Union,15740
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Constitutional Tribunal of the Union,813.062
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Union Election Commission,9296.99
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Union Attorney-General Office,2190.935
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Union Auditor-General Office,3817.629
Union,FALSE,expenditure,2018,Union Institutions,Current Expenditure,Union Civil Services Board,7813.97
Union,FALSE,expenditure,2018,Total,Current Expenditure,TOTAL UG EXPENDITURES,69393.539
Union,FALSE,expenditure,2018,Ministries and Departments Out of Union Funds,Current Expenditure,Social Security Board Employment and Social Security,13075
Union,FALSE,expenditure,2018,Total,Current Expenditure,M&D out of Union Funds,13075
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,"State-owned Economic Organizations under the Ministry of Agriculture, Livestock and Irrigation",55297.1
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry Transport and Communications,104686.277
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Electricity and Energy,710688.264
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Industry,97808.61
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Planning and Finance,476772.749
Union,FALSE,expenditure,2018,Total,Current Expenditure,TOTAL SOE EXPENDITURES,1445253
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Information,17261.976
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry Transport and Communications,92919.929
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Natural Resources and Environmental Conservation,109396.253
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Electricity and Energy,2131607.265
Union,FALSE,expenditure,2018,SEEs,Current Expenditure,State-owned Economic Organizations under the Ministry of Industry,91472.472
Union,FALSE,expenditure,2018,Total,Current Expenditure,TOTAL SOE EXPENDITURES with OWN FUNDS,2442657.895
